src_ip,dst_ip,protocol,duration,packet_count,byte_count,avg_packet_size,packets_per_second,bytes_per_second,is_attack,tcp_packet_count,udp_packet_count,http_packet_count,dns_query_count,unique_dns_queries,syn_flag_ratio,packet_size_std,packet_size_entropy,inter_arrival_time_mean,inter_arrival_time_std,ttl_mean,ttl_std,tcp_flag_P,tcp_flag_A,tcp_flag_R,tcp_flag_S,tcp_flag_F
192.168.50.6,172.217.10.98,6,36.43547320365906,12,880,73.33333333333333,0.32934936601275955,24.1522868409357,0,12,0,0,0,0,0.0,18.856180831641268,2.4533838799019736,0.0005707524039528587,0.0015457541729000752,128.0,0.0,4.0,12.0,4.0,0.0,
192.168.50.6,172.217.7.2,6,36.435471057891846,12,880,73.33333333333333,0.32934938540888786,24.152288263318443,0,12,0,0,0,0,0.0,18.856180831641268,2.4533838799019736,7.490317026774089e-06,2.0685120977989294e-05,128.0,0.0,4.0,12.0,4.0,0.0,
192.168.50.6,172.217.9.238,6,0.04125213623046875,4,240,60.0,96.96467542075088,5817.880525245053,0,4,0,4,0,0,0.0,0.0,1.3862943611198906,0.003974735736846924,0.00676995570662511,128.0,0.0,,4.0,,0.0,2.0
172.217.7.2,192.168.50.6,6,2.000253915786743,4,400,100.0,1.999746116445778,199.9746116445778,0,4,0,0,0,0,0.0,0.0,1.3862943611198906,0.016502022743225098,0.017399521134065715,53.0,0.0,4.0,4.0,,0.0,
172.217.10.98,192.168.50.6,6,0.0005049705505371094,4,400,100.0,7921.254013220019,792125.4013220019,0,4,0,0,0,0,0.0,0.0,1.3862943611198906,0.00023424625396728516,0.00023362134614113346,53.0,0.0,4.0,4.0,,0.0,
172.217.9.238,192.168.50.6,6,2.1457672119140625e-06,2,120,60.0,932067.5555555555,55924053.333333336,0,2,0,2,0,0,0.0,0.0,0.6931471805599453,0.007462024688720703,0.007459878921508789,58.0,0.0,,2.0,,0.0,2.0
0.0.0.0,255.255.255.255,17,1451.1495940685272,69,23598,342.0,0.04754850932118418,16.261590187844988,0,0,69,0,0,0,0.0,0.0,4.234106504597258,2.7887595114500625,2.698241030586307,128.0,0.0,,,,,
192.168.50.6,172.217.10.65,6,34.43524885177612,6,440,73.33333333333333,0.17424006505155626,12.777604770447459,0,6,0,0,0,0,0.0,18.856180831641264,1.7602366993420289,0.31206317742665607,0.6886799437335268,128.0,0.0,2.0,6.0,2.0,0.0,
192.168.50.6,172.217.12.206,6,319.53573989868164,248,27084,109.20967741935483,0.7761260135677962,84.76047157850884,0,248,0,242,0,0,0.056451612903225805,135.9012493826562,5.0414977758012,0.14254828614573326,0.686336954049564,128.0,0.0,30.0,234.0,2.0,14.0,14.0
172.217.12.206,192.168.50.6,6,319.4944598674774,202,32648,161.62376237623764,0.63224883487428,102.18643545037372,0,202,0,200,0,0,0.06930693069306931,239.66923789624178,4.616063184190438,0.008927894110726838,0.014331591089893979,120.3069306930693,1.727715679862886,30.0,202.0,,14.0,14.0
172.217.10.65,192.168.50.6,6,1.9073486328125e-06,2,200,100.0,1048576.0,104857600.0,0,2,0,0,0,0,0.0,0.0,0.6931471805599453,0.00035250186920166016,0.00035059452056884766,53.0,0.0,2.0,2.0,,0.0,
192.168.50.9,35.158.163.158,6,0.10758399963378906,8,682,85.25,74.36049995567768,6339.232621221523,0,8,0,0,0,0,0.0,19.967160539245434,2.0521461843907733,0.039412617683410645,0.10423102080088614,64.0,0.0,4.0,8.0,,0.0,2.0
192.168.50.9,54.192.55.39,6,0.03950190544128418,8,682,85.25,202.52187611281786,17264.98993861772,0,8,0,0,0,0,0.0,19.967160539245434,2.0521461843907733,2.5331974029541016e-05,4.1095706031227553e-05,64.0,0.0,4.0,8.0,,0.0,2.0
192.168.50.9,93.184.216.180,6,0.028607845306396484,12,882,73.5,419.46535544628716,30830.703625302107,0,12,0,0,0,0,0.0,17.64227876437735,2.457593549725644,2.859036127726237e-05,3.9453587625001694e-05,64.0,0.0,4.0,6.0,6.0,0.0,2.0
93.184.216.180,192.168.50.9,6,0.00043511390686035156,6,444,74.0,13789.492602739727,1020422.4526027397,0,6,0,0,0,0,0.0,11.313708498984761,1.7804313359582968,0.004696329434712728,0.010348183282136991,55.0,0.0,2.0,6.0,,0.0,2.0
54.192.55.39,192.168.50.9,6,0.00030422210693359375,4,264,66.0,13148.288401253918,867787.0344827586,0,4,0,0,0,0,0.0,0.0,1.3862943611198906,0.0026830434799194336,0.004473193129738298,245.0,0.0,,4.0,,0.0,2.0
35.158.163.158,192.168.50.9,6,5.0067901611328125e-06,4,264,66.0,798915.0476190476,52728393.14285714,0,4,0,0,0,0,0.0,0.0,1.3862943611198906,0.01700228452682495,0.029445929982725237,239.0,0.0,,4.0,,0.0,2.0
192.168.50.9,172.217.197.154,6,0.05387115478515625,8,682,85.25,148.50247840249256,12659.83628381249,0,8,0,0,0,0,0.0,19.967160539245434,2.0521461843907733,0.1115841269493103,0.2951739282693708,64.0,0.0,4.0,8.0,,0.0,2.0
172.217.197.154,192.168.50.9,6,6.9141387939453125e-06,6,396,66.0,867787.0344827586,57273944.27586207,0,6,0,0,0,0,0.0,0.0,1.7917594692280547,0.008956511815388998,0.020024277175164168,44.0,0.0,,6.0,,0.0,2.0
192.168.50.8,192.168.10.50,6,1260.1586689949036,24,1552,64.66666666666667,0.019045220725372847,1.2315909402407774,0,24,0,0,0,0,1.0,1.8856180831641267,3.177625691360258,1.485574205716451,2.0903443475419623,128.0,0.0,,,,24.0,
192.168.50.9,23.194.108.29,6,0.023454904556274414,10,790,79.0,426.35006149811437,33681.65485835104,0,10,0,0,0,0,0.0,21.46625258399798,2.2668243405489794,0.17868480682373047,0.5359964063371658,64.0,0.0,4.0,6.0,4.0,0.0,2.0
23.194.108.29,192.168.50.9,6,0.0009338855743408203,6,458,76.33333333333333,6424.769977023232,490424.1082461067,0,6,0,0,0,0,0.0,14.613540144521982,1.774112018776559,0.003880143165588379,0.008265525229502718,57.0,0.0,2.0,6.0,,0.0,2.0
192.168.50.9,52.28.108.167,6,0.10081696510314941,16,1364,85.25,158.7034482106244,13529.46895995573,0,16,0,0,0,0,0.0,19.967160539245434,2.7452933649507187,0.06106206774711609,0.23639190995580692,64.0,0.0,8.0,16.0,,0.0,4.0
52.28.108.167,192.168.50.9,6,0.000659942626953125,8,528,66.0,12122.265895953757,800069.5491329479,0,8,0,0,0,0,0.0,0.0,2.0794415416798357,0.012553483247756958,0.03300193711754419,239.0,0.0,,8.0,,0.0,4.0
192.168.50.6,54.213.45.184,6,9.5367431640625e-07,2,120,60.0,2097152.0,125829120.0,0,2,0,0,0,0,0.0,0.0,0.6931471805599453,0.004244446754455566,0.00424349308013916,128.0,0.0,,2.0,2.0,0.0,
34.209.30.112,192.168.50.8,6,900.3727860450745,16,1160,72.5,0.017770417151634132,1.2883552434934746,0,16,0,0,0,0,0.0,12.5,2.7576509355831487,0.7768474370241165,1.8742605756607906,230.0,0.0,8.0,16.0,,0.0,
192.168.50.8,34.209.30.112,6,1171.310597896576,10,832,83.2,0.00853744516438071,0.7103154376764751,0,10,0,0,0,0,0.0,11.6,2.2920650817876322,0.0002008676528930664,0.0001972542033373182,128.0,0.0,8.0,10.0,2.0,0.0,
192.168.50.6,192.168.10.50,6,1294.339774131775,36,2328,64.66666666666667,0.027813407823419702,1.7986003725811408,0,36,0,0,0,0,1.0,1.885618083164127,3.5830907994684216,1.2960895432366266,3.838077837517241,128.0,0.0,,,,36.0,
192.168.50.6,4.2.2.4,17,1363.568589925766,754,60928,80.80636604774536,0.5529608158846255,44.68275409843298,0,0,754,0,754,106,0.0,7.458970836890613,6.62119262697515,0.05047189367228541,0.8158855416033011,128.0,0.0,,,,,
4.2.2.4,192.168.50.6,17,1363.568242073059,754,98032,130.0159151193634,0.5529609569475447,71.89372484281392,0,0,754,0,754,0,0.0,41.98098295339032,6.581279386411251,0.0032543800870050484,0.006565528317060286,56.0,0.0,,,,,
192.168.50.9,192.168.10.50,6,732.671276807785,42,3108,74.0,0.05732448006286266,4.242011524651836,0,42,0,0,0,0,1.0,0.0,3.737669618283368,1.5456232513700212,3.2298354949043286,64.0,0.0,,,,42.0,
192.168.50.8,4.2.2.4,17,1283.3729047775269,632,51974,82.2373417721519,0.4924523477527815,40.49797202864409,0,0,632,0,632,96,0.0,7.64546679765715,6.444702052818624,0.04398542265348797,0.454596523154854,128.0,0.0,,,,,
4.2.2.4,192.168.50.8,17,1283.3724648952484,632,81256,128.56962025316454,0.4924525165432665,63.31443304468301,0,0,632,0,632,0,0.0,38.730383697747946,6.4107230440968435,0.003270047374918491,0.00664695284545908,56.0,0.0,,,,,
192.168.50.8,173.194.208.109,6,1.6433210372924805,38,4902,129.0,23.123905273316787,2982.9837802578654,0,38,0,0,0,0,0.05263157894736842,80.75368657056372,3.4818590704942576,0.00027706748560855265,0.0007088311944945427,128.0,0.0,26.0,36.0,,2.0,2.0
173.194.208.109,192.168.50.8,6,1.6432619094848633,47,10030,213.40425531914894,28.60164878691417,6103.713560271258,0,47,0,0,0,0,0.0425531914893617,467.0123083518303,2.8764525414621636,0.03588124538989777,0.08389224966945674,106.0,0.0,24.0,45.0,2.0,2.0,2.0
192.168.50.8,74.208.236.171,6,1280.0041589736938,260,27098,104.22307692307692,0.2031243400087604,21.170243713682268,0,260,0,260,0,0,0.24615384615384617,118.50837460732893,5.157181498576833,0.044745374642885645,0.30861718791298065,128.0,0.0,30.0,196.0,6.0,64.0,42.0
192.168.50.8,172.217.9.226,6,1067.240886926651,492,96930,197.0121951219512,0.46100182819721186,90.82298212836534,0,492,0,8,0,0,0.036585365853658534,361.7202854305097,5.37052464927734,0.02021973792130385,0.23818623757226756,128.0,0.0,206.0,474.0,2.0,18.0,16.0
192.168.50.8,172.217.3.106,6,406.4791829586029,54,7090,131.2962962962963,0.13284813162375286,17.442467652081625,0,54,0,0,0,0,0.07407407407407407,143.4412551882696,3.591262157619589,0.06140572494930691,0.2578601278182352,128.0,0.0,24.0,50.0,,4.0,2.0
74.208.236.171,192.168.50.8,6,1281.9976599216461,318,203478,639.8679245283018,0.24805037477169475,158.71947848363178,0,318,0,318,0,0,0.4088050314465409,849.7916068124584,4.948908132379662,0.02726900277647582,0.13255693155570164,54.0,0.0,16.0,318.0,,130.0,38.0
172.217.9.226,192.168.50.8,6,1042.2316069602966,576,370304,642.8888888888889,0.5526602687476763,355.2991461082283,0,576,0,4,0,0,0.03125,680.937013842681,5.780967597586084,0.002553514308399624,0.012031808243966458,53.0,0.0,266.0,576.0,,18.0,16.0
172.217.3.106,192.168.50.8,6,420.7798490524292,58,15128,260.82758620689657,0.1378393003624401,35.952291997982655,0,58,0,0,0,0,0.20689655172413793,389.44735990317474,3.3491627242393727,0.06394470149073107,0.33431269309243944,55.93103448275862,2.462561527083741,32.0,58.0,,12.0,2.0
192.168.50.8,52.85.90.206,6,966.3423938751221,226,20148,89.15044247787611,0.2338715567405867,20.849752766413012,0,226,0,0,0,0,0.02654867256637168,91.89299483532035,5.133880020984857,0.044019117819524445,0.4312680302946532,128.0,0.0,44.0,220.0,2.0,6.0,6.0
52.85.90.206,192.168.50.8,6,966.3028340339661,333,470302,1412.3183183183182,0.3446124633722174,486.70249474138313,0,333,0,0,0,0,0.018018018018018018,653.6539989360577,5.666105978911921,0.0015985342833372924,0.006514524452399858,245.0,0.0,34.0,333.0,,6.0,4.0
192.168.50.8,54.192.53.175,6,115.90065598487854,42,4606,109.66666666666667,0.36237931220578856,39.74093123856815,0,42,0,0,0,0,0.047619047619047616,132.65434257186834,3.2987392178298194,0.8861550035930815,1.8534101290914822,128.0,0.0,8.0,40.0,,2.0,2.0
54.192.53.175,192.168.50.8,6,115.86127710342407,39,13416,344.0,0.33660944342246873,115.79364853732925,0,39,0,0,0,0,0.05128205128205128,631.0144457690575,2.625725197256431,0.009423158107659755,0.015013010661376301,245.0,0.0,6.0,39.0,,2.0,2.0
192.168.50.8,172.217.12.193,6,170.2412281036377,42,6604,157.23809523809524,0.24670874657008274,38.792013389257775,0,42,0,0,0,0,0.047619047619047616,216.14499206868496,3.199790269726928,0.04503519762130011,0.15768252868584795,128.0,0.0,24.0,40.0,,2.0,2.0
172.217.12.193,192.168.50.8,6,170.196622133255,34,8352,245.64705882352942,0.1997689470792187,49.07265429428337,0,34,0,0,0,0,0.058823529411764705,430.3156080034159,2.6095955242379736,0.007062890950371237,0.014473389512979105,116.0,0.0,12.0,34.0,,2.0,2.0
192.168.50.8,172.217.3.100,6,170.54258489608765,42,6526,155.38095238095238,0.24627280057699832,38.26610229917836,0,42,0,0,0,0,0.047619047619047616,230.22152400107746,3.1379146579176718,0.0001233702614193871,0.0003101436100820062,128.0,0.0,20.0,40.0,,2.0,2.0
172.217.3.100,192.168.50.8,6,170.50137305259705,31,8130,262.258064516129,0.18181671763098928,47.6829004625788,0,31,0,0,0,0,0.06451612903225806,479.96847797987573,2.580540585677185,0.004372842850223664,0.009535867757281939,53.0,0.0,22.0,31.0,,2.0,2.0
192.168.50.8,172.217.9.230,6,171.39021706581116,130,15552,119.63076923076923,0.7585030360868382,90.74030167094237,0,130,0,0,0,0,0.015384615384615385,142.64367323787235,4.5004441674928035,0.0008016476264366736,0.004561100413175777,128.0,0.0,54.0,128.0,,2.0,2.0
172.217.9.230,192.168.50.8,6,171.34890794754028,168,169422,1008.4642857142857,0.9804556212954355,988.7544778042576,0,168,0,0,0,0,0.011904761904761904,707.1052903080506,4.811802364744452,0.001368998062042963,0.0042866214687239355,57.523809523809526,1.467717619754518,62.0,168.0,,2.0,2.0
192.168.50.8,172.217.12.162,6,410.92115783691406,126,19446,154.33333333333334,0.30662816357099515,47.322946577790255,0,126,0,0,0,0,0.031746031746031744,279.5332844991043,4.160120517098983,0.13560050252884154,0.6168578199225933,128.0,0.0,62.0,122.0,,4.0,4.0
172.217.12.162,192.168.50.8,6,410.87993907928467,126,24050,190.87301587301587,0.30665892397264655,58.53291366303293,0,126,0,0,0,0,0.031746031746031744,379.1457604728758,4.043370428607651,0.007529805576990521,0.017319011970765984,116.0,0.0,80.0,126.0,,4.0,4.0
192.168.50.8,172.217.10.138,6,171.11576104164124,40,4340,108.5,0.23375988136046655,25.36294712761062,0,40,0,0,0,0,0.05,113.46343023194743,3.3702441323715053,0.00013579726219177247,0.0003228031453290269,128.0,0.0,16.0,38.0,,2.0,2.0
172.217.10.138,192.168.50.8,6,171.0747311115265,30,7736,257.8666666666667,0.17536195909869645,45.22000385291719,0,30,0,0,0,0,0.06666666666666667,406.36385447308453,2.6197517816327904,0.003299887975056966,0.008320064967565186,53.0,0.0,18.0,30.0,,2.0,2.0
192.168.50.8,172.217.12.206,6,1303.6419949531555,132,18360,139.0909090909091,0.10125479273528867,14.083621171362878,0,132,0,132,0,0,0.09090909090909091,165.43356510336685,4.371595734577613,0.09354966337030585,0.3544999512613146,128.0,0.0,24.0,120.0,,12.0,2.0
172.217.12.206,192.168.50.8,6,1303.642154932022,110,29352,266.8363636363636,0.08437898359134904,22.515381148847975,0,110,0,110,0,0,0.10909090909090909,315.2429806665077,4.079211556387692,0.007792080532420765,0.014705637061697254,119.9090909090909,2.0650575802910085,32.0,110.0,,12.0,2.0
192.168.50.6,74.208.236.171,6,1198.0128870010376,440,48118,109.35909090909091,0.36727484718586245,40.164843402021205,0,440,0,440,0,0,0.2909090909090909,133.08511684800175,5.634590706885723,0.07627383958209645,0.7014336562092566,128.0,0.0,50.0,312.0,8.0,128.0,64.0
192.168.50.6,23.63.78.40,6,176.00052690505981,48,4056,84.5,0.27272645624460373,23.045385552669018,0,48,0,48,0,0,0.041666666666666664,80.36168241145776,3.5990455974176516,0.07929924130439758,0.2928263545669718,128.0,0.0,4.0,46.0,,2.0,2.0
192.168.50.6,8.8.8.8,17,1300.8571360111237,198,16264,82.14141414141415,0.15220733662355596,12.502525872957142,0,0,198,0,198,59,0.0,6.966021575193594,5.284760892152661,0.003980217557964903,0.006775882416780418,128.0,0.0,,,,,
23.63.78.40,192.168.50.6,6,175.96200513839722,44,4356,99.0,0.25005398162741566,24.75534418111415,0,44,0,44,0,0,0.045454545454545456,107.2206730405696,3.4363350087344875,0.011173833500255238,0.0156838132079284,53.0,0.0,4.0,44.0,,2.0,2.0
74.208.236.171,192.168.50.6,6,1198.0127069950104,611,321068,525.4795417348608,0.5100112848824272,268.00049625962544,0,611,0,611,0,0,0.5237315875613748,833.8259899381603,5.4327994429261075,0.03805437493831553,0.2966866956794635,54.0,0.0,26.0,611.0,,320.0,58.0
8.8.8.8,192.168.50.6,17,1300.8560121059418,198,25460,128.58585858585857,0.15220746812666833,19.571727972247352,0,0,198,0,198,0,0.0,36.83899177735353,5.252586785379129,0.0049978301982686974,0.01072912469292891,106.94949494949495,0.592439527216775,,,,,
192.168.50.6,52.39.131.77,6,61.30163908004761,32,4342,135.6875,0.5220088806795923,70.83007999721217,0,32,0,0,0,0,0.0625,179.12555608776208,2.90665884110582,0.034432440996170044,0.08663085278443103,128.0,0.0,6.0,30.0,,2.0,2.0
192.168.50.6,34.213.240.161,6,1200.664978981018,26,4646,178.69230769230768,0.02165466675147443,3.8695223741288545,0,26,0,0,0,0,0.07692307692307693,195.50147928434419,2.809937593503858,0.0015691610483022837,0.004300220949845271,128.0,0.0,16.0,24.0,,2.0,
52.39.131.77,192.168.50.6,6,61.2104218006134,28,8232,294.0,0.4574384422836865,134.48690203140384,0,28,0,0,0,0,0.07142857142857142,520.1718122752465,2.3328336194354105,0.03088057892663138,0.055170281473285114,231.0,0.0,8.0,28.0,,2.0,2.0
34.213.240.161,192.168.50.6,6,1200.6651079654694,30,8856,295.2,0.024986151259808898,7.375911851895587,0,30,0,0,0,0,0.06666666666666667,503.5643884681812,2.4887765177391246,0.260688853263855,0.78945745875287,231.0,0.0,16.0,30.0,,2.0,
192.168.50.6,72.21.91.29,6,175.48839402198792,86,8656,100.65116279069767,0.4900608982108787,49.32519924317868,0,86,0,86,0,0,0.046511627906976744,125.9787512021844,4.006236851353389,0.05103040573208831,0.1875139880036872,128.0,0.0,8.0,82.0,,4.0,4.0
72.21.91.29,192.168.50.6,6,175.45938777923584,76,11164,146.89473684210526,0.43314866740344327,63.62725951173737,0,76,0,76,0,0,0.05263157894736842,238.42761115645325,3.599666786903908,0.008225133544520327,0.011653947508553595,54.0,0.0,8.0,76.0,,4.0,4.0
192.168.50.6,172.217.6.234,6,172.32513689994812,44,6472,147.0909090909091,0.2553312928777557,37.55691198874625,0,44,0,0,0,0,0.09090909090909091,211.26349533890118,3.214511496760325,0.00019542737440629438,0.00045053430934327343,128.0,0.0,20.0,40.0,,4.0,2.0
192.168.50.6,192.0.73.2,6,30.057392835617065,32,3172,99.125,1.0646299289830956,105.53144171044934,0,32,0,32,0,0,0.125,101.26627955543741,3.121702634949281,0.006455481052398682,0.024422217713421655,128.0,0.0,4.0,28.0,,4.0,4.0
192.0.73.2,192.168.50.6,6,30.05721688270569,28,7616,272.0,0.9315566410977535,253.38340637858894,0,28,0,28,0,0,0.14285714285714285,512.0066963847809,2.2400742872132797,0.0054977961948939735,0.013353298615439662,58.0,0.0,4.0,28.0,,4.0,4.0
172.217.6.234,192.168.50.6,6,172.28407096862793,44,10370,235.6818181818182,0.2553921540895802,60.19128722520334,0,44,0,0,0,0,0.2727272727272727,356.74760448499876,3.064094689814146,0.05209980227730491,0.28931237398365073,55.04545454545455,2.4583304150890837,20.0,44.0,,12.0,2.0
192.168.50.6,172.217.12.163,6,1.6637499332427979,6,396,66.0,3.606311189029148,238.01653847592377,0,6,0,0,0,0,1.0,0.0,1.7917594692280547,0.0009793440500895183,0.001137230669770016,128.0,0.0,,,,6.0,
192.168.50.6,172.217.9.226,6,1300.496444940567,778,151160,194.29305912596402,0.5982330847782938,116.2325361119369,0,778,0,8,0,0,0.028277634961439587,331.8124047665573,5.878495362254325,0.03285220043211792,0.40322127284084847,128.0,0.0,326.0,756.0,10.0,22.0,16.0
172.217.12.163,192.168.50.6,6,15.964236974716187,30,1980,66.0,1.8792003681424518,124.02722429740183,0,30,0,0,0,0,1.0,0.0,3.401197381662155,0.023731637001037597,0.05277123339537001,116.0,0.0,,30.0,,30.0,
172.217.9.226,192.168.50.6,6,1300.4342238903046,986,623424,632.2758620689655,0.7582082829613165,479.3967957371965,0,986,0,4,0,0,0.02231237322515213,672.6021740592325,6.317075352208014,0.003821056706426593,0.01694257529577257,53.0,0.0,528.0,986.0,,22.0,16.0
192.168.50.6,172.217.12.193,6,170.60728907585144,54,6778,125.51851851851852,0.31651637097399615,39.72866597151382,0,54,0,0,0,0,0.07407407407407407,135.15543051540774,3.6164022441444006,0.05320841294747812,0.2241591480383994,128.0,0.0,24.0,50.0,2.0,4.0,4.0
172.217.12.193,192.168.50.6,6,170.56622791290283,40,14864,371.6,0.23451301285988113,87.14503557873184,0,40,0,0,0,0,0.1,525.4781061090938,2.911810921534061,0.0002781212329864502,0.0005792482934823646,116.0,0.0,20.0,40.0,,4.0,4.0
192.168.50.6,172.217.3.100,6,170.9836230278015,74,15234,205.86486486486487,0.43278998707360283,89.09625220377386,0,74,0,0,0,0,0.02702702702702703,281.9963735785767,3.6830414509380045,0.0005597874924943253,0.001957259630295941,128.0,0.0,42.0,72.0,,2.0,2.0
172.217.3.100,192.168.50.6,6,170.9432339668274,78,12382,158.74358974358975,0.45629182384098566,72.43340208716775,0,78,0,0,0,0,0.02564102564102564,257.9975867456921,3.7547654528082317,0.0015640900685237004,0.0038664727319635147,116.0,0.0,52.0,78.0,,2.0,2.0
192.168.50.6,54.243.214.170,6,115.82524490356445,82,27856,339.7073170731707,0.7079631048332582,240.50024692969802,0,82,0,0,0,0,0.024390243902439025,756.89585080832,3.0977140930083973,0.055089828444690236,0.450350543201448,128.0,0.0,10.0,80.0,2.0,2.0,2.0
